"Sample","White Noise","Golden Ratio","Blue Noise","Projective Blue Noise"
"197","0.004944","0.000441","0.011244","0.003848"
"198","0.003726","0.000340","0.012195","0.003365"
"199","0.005692","0.000690","0.010832","0.003605"
"200","0.004081","0.002147","0.009676","0.003418"
"201","0.004569","0.001724","0.009808","0.004490"
"202","0.004616","0.000211","0.009339","0.003912"
"203","0.003684","0.001248","0.010664","0.004827"
"204","0.004240","0.001229","0.009201","0.004214"
"205","0.004737","0.001760","0.010240","0.003984"
"206","0.005495","0.000335","0.011616","0.003680"
"207","0.004752","0.000829","0.010278","0.002008"
"208","0.004632","0.001315","0.009272","0.001982"
"209","0.005074","0.000309","0.008795","0.002001"
"210","0.004928","0.000139","0.007125","0.002316"
"211","0.006593","0.002102","0.008404","0.003683"
"212","0.005289","0.000956","0.008965","0.005343"
"213","0.005031","0.001547","0.010571","0.004955"
"214","0.004189","0.000929","0.012012","0.004118"
"215","0.002324","0.002136","0.011064","0.005354"
"216","0.003064","0.001990","0.011544","0.006348"
"217","0.003970","0.001818","0.011508","0.008112"
"218","0.004160","0.003323","0.010883","0.008091"
"219","0.003428","0.003449","0.011989","0.008056"
"220","0.003368","0.003031","0.011721","0.008796"
"221","0.003772","0.002036","0.011425","0.008387"
"222","0.004638","0.002863","0.009546","0.008992"
"223","0.004356","0.004802","0.008448","0.007420"
"224","0.005029","0.003882","0.008058","0.005644"
"225","0.004766","0.004450","0.009082","0.006890"
"226","0.004361","0.004318","0.009506","0.006057"
"227","0.004316","0.005863","0.009910","0.004705"
"228","0.004448","0.004406","0.009385","0.005885"
"229","0.004530","0.004460","0.009720","0.007056"
"230","0.003312","0.003432","0.008420","0.006368"
"231","0.003238","0.004109","0.008276","0.007452"
"232","0.002929","0.003650","0.007847","0.008205"
"233","0.004488","0.002998","0.009245","0.008339"
"234","0.003538","0.004018","0.007473","0.009107"
"235","0.003180","0.003679","0.006742","0.007805"
"236","0.004619","0.002900","0.005857","0.008598"
"237","0.005765","0.001587","0.005712","0.009783"
"238","0.006112","0.001864","0.006490","0.009969"
"239","0.006223","0.003539","0.005340","0.008563"
"240","0.005507","0.002317","0.005653","0.007391"
"241","0.006563","0.002464","0.005727","0.008251"
"242","0.007374","0.001876","0.006943","0.008416"
"243","0.009052","0.002964","0.006943","0.008986"
"244","0.009127","0.001331","0.007511","0.009859"
"245","0.007831","0.000941","0.006418","0.008977"
"246","0.008935","0.001964","0.007692","0.009699"
"247","0.007815","0.002146","0.007247","0.010325"
"248","0.008745","0.001410","0.006586","0.009027"
"249","0.007559","0.000402","0.008074","0.008326"
"250","0.006255","0.000938","0.008824","0.007465"
"251","0.007152","0.000223","0.007252","0.008644"
"252","0.006329","0.000832","0.006786","0.008879"
"253","0.006728","0.000733","0.006048","0.008515"
"254","0.007253","0.000937","0.004444","0.008964"
"255","0.006513","0.000377","0.002703","0.007366"
"256","0.006100","0.001047","0.002636","0.007339"
"257","0.005415","0.001289","0.001358","0.006226"
"258","0.004405","0.002224","0.002173","0.005223"
"259","0.005100","0.001609","0.000995","0.005702"
"260","0.006629","0.000067","0.001247","0.006487"
"261","0.007703","0.000694","0.000676","0.006590"
"262","0.008459","0.000064","0.000311","0.005989"
"263","0.007946","0.000323","0.000695","0.006846"
"264","0.007364","0.000870","0.000968","0.006458"
"265","0.008259","0.000396","0.000854","0.007154"
"266","0.007641","0.000327","0.002220","0.005698"
"267","0.006431","0.000993","0.003044","0.005939"
"268","0.006578","0.001356","0.001941","0.006996"
"269","0.006582","0.001126","0.001945","0.007225"
"270","0.006063","0.000509","0.000623","0.006747"
"271","0.005717","0.001387","0.000047","0.005104"
"272","0.005467","0.000881","0.000161","0.005453"
"273","0.007055","0.000280","0.000480","0.004138"
"274","0.006925","0.000835","0.001044","0.004615"
"275","0.006125","0.000970","0.000193","0.004054"
"276","0.005740","0.002389","0.000659","0.002850"
"277","0.005523","0.001333","0.000639","0.003181"
"278","0.005968","0.001546","0.001341","0.004434"
"279","0.006058","0.000907","0.001873","0.004435"
"280","0.005390","0.001699","0.001177","0.004350"
"281","0.004578","0.001384","0.000144","0.004588"
"282","0.003745","0.001034","0.001114","0.005180"
"283","0.003662","0.002014","0.000561","0.005333"
"284","0.005194","0.001972","0.000998","0.006199"
"285","0.005399","0.001441","0.000622","0.004996"
"286","0.004079","0.000510","0.001276","0.003927"
"287","0.003082","0.000945","0.000463","0.002705"
"288","0.003465","0.002393","0.000640","0.002808"
"289","0.002610","0.001502","0.000494","0.003268"
"290","0.002495","0.001731","0.001061","0.002996"
"291","0.003900","0.001448","0.001269","0.003342"
"292","0.003210","0.002530","0.001744","0.003301"
"293","0.002574","0.001272","0.002984","0.002128"
"294","0.001978","0.001101","0.001940","0.001194"
"295","0.002208","0.002012","0.001756","0.000985"
"296","0.003074","0.002387","0.002029","0.000959"
"297","0.002619","0.001842","0.001912","0.001393"
"298","0.003178","0.001151","0.002637","0.001686"
"299","0.002815","0.001751","0.001345","0.001258"
"300","0.002199","0.001352","0.000955","0.000576"
"301","0.001620","0.000565","0.000449","0.001591"
"302","0.001913","0.000693","0.000800","0.000806"
"303","0.003141","0.000709","0.000495","0.001285"
"304","0.002343","0.001914","0.000801","0.001956"
"305","0.001937","0.000810","0.001565","0.001462"
"306","0.001185","0.000717","0.000168","0.002374"
"307","0.001729","0.000094","0.000124","0.001868"
"308","0.001604","0.000797","0.000315","0.002326"
"309","0.001244","0.002226","0.000716","0.001676"
"310","0.002030","0.001717","0.001628","0.002486"
"311","0.002855","0.002336","0.002253","0.002874"
"312","0.003834","0.002318","0.001767","0.003038"
"313","0.004897","0.003464","0.001932","0.002281"
"314","0.005084","0.002508","0.002749","0.000880"
"315","0.004324","0.002719","0.003586","0.001566"
"316","0.004033","0.002019","0.003112","0.001523"
"317","0.004462","0.002530","0.003092","0.002383"
"318","0.003675","0.002404","0.004067","0.003263"
"319","0.004988","0.002047","0.003694","0.001983"
"320","0.004452","0.002930","0.003119","0.001851"
"321","0.005778","0.002693","0.003187","0.001659"
"322","0.004995","0.002293","0.004320","0.002098"
"323","0.004300","0.001400","0.005118","0.002308"
"324","0.003232","0.001707","0.004245","0.001762"
"325","0.003758","0.002993","0.004059","0.000855"
"326","0.003387","0.002211","0.005178","0.000262"
"327","0.003692","0.002508","0.004615","0.000103"
"328","0.003711","0.002141","0.003538","0.000427"
"329","0.003215","0.002988","0.003120","0.000605"
"330","0.002931","0.001850","0.003623","0.001512"
"331","0.002480","0.001704","0.003139","0.000976"
"332","0.001895","0.002620","0.003629","0.001056"
"333","0.001350","0.002784","0.004283","0.000688"
"334","0.000539","0.002411","0.003101","0.001637"
"335","0.000166","0.001753","0.002934","0.000948"
"336","0.001333","0.002283","0.003155","0.000114"
"337","0.000876","0.001765","0.002474","0.000888"
"338","0.000932","0.001108","0.001634","0.000313"
"339","0.001193","0.001375","0.002672","0.000201"
"340","0.000584","0.001313","0.002020","0.001145"
"341","0.000553","0.002366","0.001490","0.000069"
"342","0.001819","0.001381","0.001400","0.001055"
"343","0.002247","0.001359","0.000759","0.001506"
"344","0.001942","0.000710","0.000578","0.001390"
"345","0.002369","0.001223","0.001056","0.000948"
"346","0.002182","0.000807","0.000928","0.001399"
"347","0.003197","0.000352","0.001291","0.001059"
"348","0.004152","0.000985","0.001952","0.001193"
"349","0.003316","0.000826","0.002321","0.000987"
"350","0.003825","0.000233","0.002454","0.001166"
"351","0.003358","0.000648","0.001756","0.001167"
"352","0.003960","0.000468","0.001023","0.001036"
"353","0.003347","0.000637","0.000468","0.002233"
"354","0.003262","0.000224","0.000181","0.001694"
"355","0.002863","0.000214","0.000273","0.002759"
"356","0.003288","0.000593","0.000090","0.002731"
"357","0.002930","0.000168","0.001109","0.001797"
"358","0.003959","0.000952","0.000780","0.002600"
"359","0.003161","0.001264","0.000529","0.003125"
"360","0.004080","0.000660","0.000737","0.002568"
"361","0.004461","0.000486","0.000911","0.001938"
"362","0.004881","0.000615","0.002024","0.001354"
"363","0.004350","0.000092","0.001300","0.001458"
"364","0.005362","0.000227","0.001521","0.001118"
"365","0.005898","0.000216","0.002319","0.000622"
"366","0.005522","0.000404","0.001582","0.000003"
"367","0.005121","0.000349","0.001185","0.000696"
"368","0.005963","0.000195","0.000660","0.000285"
"369","0.005587","0.001068","0.000859","0.001083"
"370","0.004718","0.001046","0.001706","0.001886"
"371","0.004543","0.000795","0.001211","0.001730"
"372","0.004251","0.000151","0.001542","0.002536"
"373","0.003930","0.000583","0.001203","0.002911"
"374","0.003020","0.001745","0.001115","0.003371"
"375","0.002961","0.001173","0.001742","0.002959"
"376","0.004042","0.001521","0.001345","0.003481"
"377","0.004332","0.001369","0.001239","0.003116"
"378","0.003812","0.002244","0.001153","0.003058"
"379","0.004833","0.001343","0.002295","0.003529"
"380","0.004645","0.001347","0.002087","0.002549"
"381","0.005063","0.002192","0.001661","0.002323"
"382","0.004492","0.002512","0.002183","0.002694"
"383","0.003680","0.002249","0.001716","0.002804"
"384","0.004435","0.001805","0.001154","0.002419"
"385","0.004241","0.002393","0.001014","0.003102"
"386","0.003797","0.002100","0.000634","0.002858"
"387","0.003260","0.001614","0.000956","0.002916"
"388","0.003951","0.001887","0.000548","0.003200"
"389","0.003576","0.001989","0.001506","0.003776"
"390","0.003768","0.002993","0.000723","0.002894"
"391","0.003768","0.002217","0.000713","0.002476"
"392","0.003914","0.002295","0.000182","0.002582"
"393","0.003019","0.001865","0.000366","0.002420"
"394","0.002451","0.002465","0.000030","0.002579"
"395","0.001994","0.002129","0.000667","0.001957"
"396","0.001514","0.001847","0.000698","0.002470"
"397","0.001105","0.002478","0.001220","0.002703"
"398","0.000498","0.002502","0.000165","0.001755"
"399","0.000101","0.002044","0.000617","0.001292"
"400","0.000528","0.001371","0.000442","0.000274"
"401","0.000410","0.001659","0.000207","0.000137"
"402","0.000178","0.002652","0.000149","0.000176"
"403","0.000652","0.001969","0.000039","0.000768"
"404","0.000181","0.002036","0.000883","0.001172"
"405","0.000122","0.001839","0.000465","0.001455"
"406","0.000705","0.002619","0.000156","0.001075"
"407","0.000235","0.001695","0.000085","0.001101"
"408","0.000566","0.001515","0.000067","0.000700"
"409","0.000884","0.000863","0.000252","0.001611"
"410","0.000894","0.001170","0.000508","0.000832"
"411","0.000090","0.000689","0.000151","0.000780"
"412","0.000843","0.000170","0.000432","0.000001"
"413","0.000742","0.000552","0.000129","0.000306"
"414","0.000276","0.000308","0.000353","0.001020"
"415","0.000005","0.000993","0.001122","0.001007"
"416","0.000765","0.000151","0.001174","0.001543"
"417","0.000320","0.000147","0.001942","0.001796"
"418","0.000126","0.000986","0.002772","0.001027"
"419","0.000447","0.001127","0.003042","0.000753"
"420","0.000721","0.000979","0.002478","0.000114"
"421","0.001690","0.000531","0.002511","0.000748"
"422","0.002421","0.001045","0.002393","0.000807"
"423","0.002896","0.000639","0.002511","0.000601"
"424","0.002000","0.000229","0.002009","0.000175"
"425","0.001460","0.000599","0.001598","0.000696"
"426","0.001346","0.000616","0.001652","0.001024"
"427","0.001791","0.001493","0.002423","0.000548"
"428","0.002580","0.000781","0.002381","0.000939"
"429","0.002277","0.000895","0.003047","0.001532"
"430","0.001349","0.000416","0.002298","0.001593"
"431","0.001476","0.000854","0.002229","0.001743"
"432","0.001722","0.000669","0.002023","0.001982"
"433","0.001411","0.000398","0.001812","0.002246"
"434","0.000792","0.001019","0.002635","0.002059"
"435","0.001162","0.000910","0.003062","0.001764"
"436","0.000965","0.000557","0.002481","0.001197"
"437","0.000989","0.000094","0.002098","0.000815"
"438","0.000887","0.000138","0.002482","0.000477"
"439","0.001465","0.001085","0.002236","0.000478"
"440","0.002190","0.000480","0.001611","0.001189"
"441","0.002299","0.000631","0.001824","0.001794"
"442","0.002783","0.000384","0.002760","0.001234"
"443","0.002460","0.001046","0.002985","0.002221"
"444","0.002984","0.000194","0.003877","0.001491"
"445","0.003574","0.000054","0.003782","0.001168"
"446","0.003137","0.000670","0.003694","0.001063"
"447","0.003231","0.000845","0.004378","0.000900"
"448","0.003227","0.000494","0.004645","0.000475"
"449","0.003699","0.000002","0.004699","0.000155"
"450","0.003236","0.000369","0.005575","0.000700"
"451","0.003022","0.000034","0.004864","0.000471"
"452","0.003760","0.000500","0.004863","0.000676"
"453","0.004023","0.000392","0.005236","0.001205"
"454","0.004524","0.000432","0.004765","0.002033"
"455","0.005142","0.000353","0.004113","0.002116"
"456","0.004902","0.000402","0.003955","0.001798"
"457","0.005097","0.000474","0.003833","0.001462"
"458","0.005406","0.000942","0.003088","0.000879"
"459","0.004937","0.000528","0.003504","0.001068"
"460","0.004210","0.000924","0.003703","0.001398"
"461","0.003479","0.001289","0.002897","0.001122"
"462","0.003103","0.000869","0.002422","0.001566"
"463","0.003704","0.000946","0.003202","0.001234"
"464","0.003872","0.000221","0.002981","0.000814"
"465","0.004616","0.000892","0.003101","0.000165"
"466","0.004361","0.000778","0.002390","0.000292"
"467","0.004257","0.000013","0.001942","0.000826"
"468","0.004518","0.000283","0.002672","0.000496"
"469","0.004799","0.000210","0.002589","0.001258"
"470","0.005382","0.000076","0.003079","0.000856"
"471","0.005448","0.000493","0.002874","0.001493"
"472","0.005042","0.000260","0.003038","0.001602"
"473","0.005395","0.000025","0.002791","0.001657"
"474","0.005395","0.000344","0.002213","0.001130"
"475","0.004611","0.000494","0.002026","0.000629"
"476","0.004410","0.001351","0.002492","0.001288"
"477","0.003956","0.000792","0.002508","0.001683"
"478","0.004295","0.000983","0.002232","0.001514"
"479","0.003726","0.000673","0.001777","0.001649"
"480","0.004357","0.001194","0.001399","0.002003"
"481","0.004857","0.001055","0.001245","0.002341"
"482","0.004044","0.000919","0.001304","0.001434"
"483","0.004313","0.001545","0.000909","0.001299"
"484","0.003521","0.001583","0.000704","0.001458"
"485","0.003974","0.001327","0.000564","0.000545"
"486","0.003370","0.000834","0.000290","0.000666"
"487","0.002492","0.001159","0.000080","0.000762"
"488","0.002654","0.002031","0.000533","0.000682"
"489","0.002667","0.001558","0.001086","0.000216"
"490","0.002100","0.001748","0.001209","0.000085"
"491","0.001658","0.001648","0.001118","0.000533"
"492","0.001914","0.002339","0.001443","0.000474"
"493","0.001321","0.001633","0.001897","0.000316"
"494","0.001628","0.001595","0.001736","0.000324"
"495","0.001557","0.002174","0.002104","0.000320"
"496","0.002204","0.002461","0.001720","0.000436"
"497","0.002107","0.002181","0.001810","0.000516"
"498","0.002274","0.001826","0.001460","0.001347"
"499","0.002512","0.002246","0.001079","0.001791"
"500","0.002294","0.002064","0.000294","0.002160"
"501","0.001927","0.001640","0.000067","0.002044"
"502","0.002074","0.000988","0.000474","0.001568"
"503","0.002361","0.001065","0.000208","0.002260"
"504","0.002184","0.001828","0.000301","0.001885"
"505","0.002264","0.001205","0.000917","0.002393"
"506","0.002388","0.001205","0.000938","0.002164"
"507","0.003016","0.000886","0.001196","0.002249"
"508","0.003238","0.001371","0.000650","0.001444"
"509","0.003762","0.000562","0.001308","0.001133"
"510","0.003783","0.000316","0.001199","0.000658"
"511","0.003847","0.000745","0.001948","0.000033"
"512","0.004334","0.000801","0.002097","0.000687"
"513","0.004368","0.000387","0.002432","0.000926"
"514","0.003807","0.000143","0.002454","0.000837"
"515","0.003668","0.000056","0.002509","0.000517"
"516","0.003331","0.000315","0.002157","0.001343"
"517","0.003316","0.000055","0.002600","0.001367"
"518","0.003258","0.000030","0.003045","0.000966"
"519","0.002535","0.000122","0.002573","0.001256"
"520","0.002499","0.000477","0.002864","0.001031"
"521","0.002470","0.000389","0.002862","0.000863"
"522","0.002690","0.000202","0.002057","0.000295"
"523","0.003288","0.000297","0.002657","0.000294"
"524","0.003734","0.000039","0.002325","0.000236"
"525","0.003410","0.000780","0.003016","0.000339"
"526","0.003658","0.000350","0.003178","0.000180"
"527","0.003689","0.000594","0.003740","0.000675"
"528","0.003612","0.000430","0.004105","0.000052"
"529","0.004150","0.001007","0.004365","0.000505"
"530","0.004274","0.000340","0.004875","0.000743"
"531","0.004930","0.000314","0.005430","0.001491"
"532","0.004141","0.000928","0.005580","0.002202"
"533","0.004496","0.001090","0.006046","0.002436"
"534","0.005053","0.000908","0.005789","0.001881"
"535","0.004218","0.000554","0.006079","0.002050"
"536","0.004830","0.000948","0.006590","0.001361"
"537","0.005055","0.000675","0.006944","0.001394"
"538","0.005367","0.000314","0.006478","0.001103"
"539","0.005554","0.000528","0.006730","0.001054"
"540","0.004786","0.000554","0.006694","0.001287"
"541","0.005068","0.001257","0.006366","0.001517"
"542","0.005200","0.000679","0.006307","0.000823"
"543","0.005342","0.000724","0.007055","0.001202"
"544","0.004652","0.000366","0.006445","0.001127"
"545","0.005079","0.000748","0.006338","0.001278"
"546","0.005580","0.000524","0.006339","0.001159"
"547","0.005847","0.000293","0.006348","0.000459"
"548","0.005937","0.000745","0.005696","0.000971"
"549","0.005760","0.000701","0.005935","0.001338"
"550","0.005573","0.000369","0.006304","0.001312"
"551","0.004968","0.000148","0.006162","0.001804"
"552","0.004830","0.000028","0.005756","0.002206"
"553","0.005245","0.000757","0.005138","0.002160"
"554","0.005470","0.000249","0.005528","0.002437"
"555","0.005757","0.000304","0.006171","0.002082"
"556","0.005702","0.000118","0.006846","0.001762"
"557","0.005827","0.000654","0.006461","0.001302"
"558","0.006000","0.000034","0.006924","0.001000"
"559","0.005537","0.000180","0.006514","0.001552"
"560","0.006070","0.000245","0.006840","0.002040"
"561","0.006383","0.000414","0.007240","0.001286"
"562","0.006438","0.000072","0.007310","0.001274"
"563","0.006175","0.000335","0.007524","0.001359"
"564","0.005976","0.000072","0.006755","0.000819"
"565","0.006089","0.000306","0.007153","0.001473"
"566","0.005967","0.000139","0.006393","0.002083"
"567","0.006122","0.000143","0.006231","0.002020"
"568","0.006631","0.000103","0.006592","0.002650"
"569","0.006753","0.000710","0.006894","0.002973"
"570","0.006927","0.000745","0.007187","0.002750"
"571","0.007147","0.000633","0.007786","0.002784"
"572","0.006901","0.000264","0.008159","0.002737"
"573","0.007223","0.000602","0.008452","0.002818"
"574","0.006908","0.001367","0.008541","0.002859"
"575","0.007467","0.001044","0.008283","0.002989"
"576","0.007131","0.001318","0.008249","0.003035"
"577","0.006656","0.001276","0.007919","0.002567"
"578","0.006915","0.001886","0.008079","0.003059"
"579","0.006710","0.001335","0.008748","0.002746"
"580","0.006887","0.001395","0.009247","0.002611"
